index,text
17145,बिदेशीनु मेरो बाध्याता हो भोट हाल्न पाउने मेरो अधिकार हो लाखौं जनतालाई पाखा लगाएर गरिएको निर्वाचनले सहि निर्णय दिन सक्छ त ? सरकार !!
17150,"नेपाली जनताले किन लाईन लागेर भोट हाले त्यो त बुझ्न सक्दिन तर मैले बुझेको अपवादमा % छोडेर जो जति विभिन्न दलका जनप्रतिनिधिको उमेदवार बने ती सबैले पैसा दिएर टिकट किने, जित्न खर्च गरे अब जिते त्यसको % उठाउने छ्न हारे ठेक्का पट्टा फुस्काएर कमसल काम गरेर घाटा उठाउने छ्न।।।"
17156," : स्थानीयतह निर्वाचन बिशेष - मत गणना हुँदै, सभागृह बाट प्रत्यक्ष प     "
17180,मादीमा चुनाव सम्पन्न पार्न गठबन्धनको समिति गठन
17189,संपूर्ण टोखा नगरपालिका बासिलाई रुखचिन्ह मा  मतदानगरि रजनी थाहाको टिम अत्यधिक मत विजयी गरौं ।
17197,"श्रीलंकाका प्रधानमन्त्रीको राजीनामा स्वीकृत, देशव्यापी कर्फ्यू घोषणा "
17204,चुनावमा भोट माग्ने नयाँ तरिका ! को हुन् मतदाताको पाउमा हजारको नोट राख्ने कांग्रेस उम्मेदवार ?
17225,नेपालगञ्जमा कांग्रेसका कार्यकर्ताले कुटे एमाले उम्मेदवार
17231,गत वैशाख गते स्थगन भएकामध्ये चार स्थानीय तहका विभिन्न छ मतदान केन्द्रमा आज निर्वाचन भएको छ।
17254,सामाजिक सञ्जालमा निर्वाचनलाई असर पार्ने सामग्री पोष्ट नगर्न निर्वाचन आयोगको चेतावनी
17262," हामिलाई त गोप्य राख्नै पर्ने बाध्यता छ , एदि हामिले भोट दिएको भन्दा फरक उमेदवार ले जीत्यो भने हाम्रो काम गर्दिदैन, जनताको दुःख धेरै छन्, तिमीहरूले बुझ्न कहिले सक्दैनौ"
17263,निर्वाचन आयोगले क–कसलाई सोध्यो स्पष्टीकरण ?
17276,जय नेपाल कमरेड
17284,"    : काठमाडौ महानगरपालिकाको पछिल्लो मतपरिणाम:वालेन्द्र साह (स्वतन्त्र)- केशव स्थापित (एमाले)-सिर्जना सिंह(कांग्रेस)- ,"
17299,गिरिजा कि छोरिले एतिहासिक नेपाली काँग्रेस पार्टीलाई खाल्डोमा हाले झैं भनौ न सर जी  न भए गठ्बंधन किन ?
17302,बैशाख गते सम्पन्न हुन गइरहेको स्थानीय निर्वाचनको सन्दर्भमा नेपाल टेलिकमले जीएसएम प्रिपेड तथा पोस्टपेड मोबाइल सेवामा निर्वाचन अफर उपलब्ध गराउने भएको छ ।
17313,"सिद्धार्थनगर(रुपन्देही)मेयर इश्तियाक खान, कांग्रेस–सागर राणा, राप्रपा– राम वश्याल, एमाले– मातृका यादव, जसपा– थम्मन पुन, नेकपा(एस)– मोहम्मद मुसलमान, लोसपा– बद्री मुराव, जनमत पा – हसनरजा मुसलमान, जनमुक्ति पा – लाल तेली, जनता पा –"
17314,"त्यसो त मैदानमा छिट्टो छिट्टो दौड्नेहरु नै जित्ने वा लक्ष्यमा पुग्छ्न भन्ने नै हुँदैन ,वरु शिष्ट एवं संयमित हुँदै स्वभाविक गतिमा हिँड्नेहरु ले उत्कृष्ट परिणाम दिन सफल हुन्छ्न     !# शन्दर्भस्थानीय निर्वाचन ।"
17326,"मेयर, उपमेयर, नेता, मन्त्री, प्रधानमन्त्री सबैका भाषण सुन्दै र भोट दिँदैमा नेपाली जनताको जिन्दगी गयो देश कहिल्यै विकशित हुन सकेन।"
17331,नेपाली कांग्रेसले कुन-कुन स्थानीय तहको प्रमुख अध्यक्षमा लियो त अग्रता ? हेर्नुस् मतसहितको सूची
17338,"वीरगन्जको मेयरमा जनाको उम्मेदवारी, उपमेयरमा कांग्रेसबाटबाट इम्तियाज आलम -   "
17339,निर्वाचन अपाङ्गता भएका व्यक्तिका लागि हैन र?
17342,रेणु दहालले चितवनमा उनिले भनेको जस्तो ठुलै बिकास गरेको होभने जनताले सुखपाएको होभने जाबो मेयर पदको लागि   पाटीको गठबन्धन किन? पुरै प्यानल माओवादीले एक्लै लडेको भएहुने थिएन?काँग्रेस देखि मदेशीदल सम्म मिसिएर चुनाव लड्दैछन अनि योत बिकासको ट्रेलरहो जिताएमा पुरै फिल्म देखाईदिन्छौ रे!
17345,उम्मेदवारी दर्तापछि स्थापितले भने– गठबन्धनको भन्दा दोब्बर मत ल्याएर जित्छु
17364,"सिर्जना सिंहलाई भोट माग्नु राम्रो कुरा हो।माग्नुपर्छ,खुलेर माग्नुपर्छ ।तर म स्वतन्त्र हुं भन्दै ढोगी नबन्नुस,म काङ्ग्रेसि हुं मेयर काङ्ग्रेस नै हुनुपर्छ भनेर भन्नुस महिलाकै कुरा जोडेर उन्लाइ जिताउन उनिभन्दा धेरै अब्बल देखिएका समिक्षा छिन!काम गर्न हुटहुटी भएका बालेन छन!"
17365,"गठबन्धनका साझेदार, पार्टीका पदाधिकारीहरू को दबावका बावजुद प्रधानमन्त्री देउवा टसकोमस हुनु भा छैन् । महिनाअघि एआइजिपी भएका विश्वराज पोखरेललाई लत्याएर धिरजप्रताप सिंहलाई आइजिपी नियुक्त गर्न अडिग हुनुन्छ !!"
17366,ल है खाल्डोका रैति हरु भोली केसप मुखिया लाई भोट हलओ । तिमोरु मुजीहरु साला-मुखिया अर्थात बिद्यासुन्दर लाई भोट् हाल्न पाइएन भनेर खिन्न नहोअो आखिरमा केसप र बिद्यासुन्दर दुबै जना सिरी तीन खड्कापर्सात माराज का मान्छे हुन । यती कुरो बुझओ ।
17382,लमजुङको मध्यनेपाल नगरपालिका - मा गठबन्धनलाई हराउँदै एमालेका सुदिप थापा बिजयी
17385,प्रचण्ड र नेपाललाई एमाले उपाध्यक्षको सुझाव–कांग्रेस प्रवेश गरे हुन्छ
17387,"अहिल्यै हतार गर्नु मुर्खता हुन्छ।एक जना स्वतन्त्रले बढि मत ल्याउँदैमा जनता सचेत भैसके भन्नु भ्रममा पर्नु हो।सांसदका चुनावमा स्वतन्त्रलाई मत दिएर हेरून्, तब पत्याइन्छ।भोट हाल्नुपर्यो कि काम छोडेर पार्टीका नम्ति ठाऊँ सर्ने मुर्ख मतदाता धेरै छन्। वर्ष बाहिर, भोट हाल्न भित्र? किन?"
17388,रुपा काे सम्मकाे नतिजा          एमाले  गठबन्धन अध्यक्ष          उपाध्यक्ष         वडा अध्यक्ष
17405,जनताले माकुनेका दल जस्तालाई माटाेमा मिलाउन भुलचुक गर्दैनन् । दुईचार दिनमा थाहा हुन्छ ।
17406,संघीयता विरोधीहरुलाई परास्त गर्न गठबन्धनले जित्न आवश्यक छः प्रधानमन्त्री देउवा -
17420,मलेसियामा गएकाहरु फर्काएर नेपालमै राम्रो रोजगारी दिन्छौं भन्ने प्रणाली र नेता चाहिएको हो ।मलेसिया पठाउने पार्टी र नेता किन चाहियो ?
17437,"नेकपा एमाले रत्ननगरमा विद्रोह, विरन्जना घिमिरेले दिईन्उप-मेयरमा उम्मेद्वारी "
17438,मलाई त माओवादि लाई भोट हाल्ने गधा नै लाग्छ ।
17441,धनगढी उपमहानगरपालिका को वडाअध्यक्षमा नेपाली कांग्रेसका कांग्रेसका उम्मेदवार सन्तोष मुडभरी निर्वाचित भएका छन्। उनी निवर्तमान वडाअध्यक्ष समेत हुन्।
17442,चितवनको माडी नगरपालिका वडा नं  को वडाध्यक्षमा राप्रपाका युवा नेता अमित लामा निर्वाचित भएका छन् ।आइतबार बिहान सकिएको मतगणनामा लामाले हजार मत पाउँदै वडाध्यक्ष जिते । उनी यसअघि सोही वडाको वडा सदस्य थिए ।
17457,कालोसूचीमा रहेका एक जनाको उम्मेदवारी रद्द कर्तव्य ज्यान मुद्दा खेपिरहेका पनि चुनावी मैदानमा
17463,प्रधानमन्त्री एवं कांग्रेस सभापति देउवाद्वारा सत्ता गठबन्धनको तर्फबाट उठाइएका उम्मेदवार जिताउन आग्रह
17464," वाहियात, यस्ता जोकरले भनेर कसैले आफ्नो मत परिवर्तन गर्ने होइन, त्यत्रो हजार नेपाली आमा का सन्तान को नरसंहार गरेर कमाएको अकुत सम्पति आतंककारीप्रमुखले यतिकै दिने पनि होइन। डेढ करोड त के हजारमा नै बिक्छन् सन्दीप जस्ता।"
17473,विष्णु पौडेललाई अघि लाएर बुटवलमा बाबुरामले गरे उम्मेदवारी दर्ता
17482,हाम्रो देशका नेताहरूले राजनीतिलाई युद्ध बनाएका छन वास्तवमा राजनिती युद्ध होईन अधिकार हो । युद्ध जिताउन वा हराउन निर्वाचन हुने होईन अधिकार रक्षाको लागि निर्वाचन हुने हो । मत दिनु कसैलाई जिताउनु वा हराउनु होइन सम्वन्धित निकाय बाट अधिकार भराउनु हो ।
17504,धेरैलाई त सकिँदैन एउटा वडाबाट   जनालाई मलेसिया पठाईदिन्छु : आरजु देउवायस्ता नमुनाहरु त छ्न देशमा अनि भुत्राको देश उभो लाग्छ ।
17506,वरिष्ठ कलाकार मदनदास श्रेष्ठले दिए राप्रपाबाट काठमाडौंको मेयरमा उम्मेदवारी (तस्बिरहरु)
17515,"हाम्रो समाजमा यस्ता पनि मान्छे हुन्छन्, जो अघिपछि घर बाहिर निस्किन पाउँदैनन्। चुनावका बेला निस्कने र अरूसँग भेटघाट गर्ने मौका पाउँछन्। खुसी हुँदै, नयाँ लुगा लगाएर, गीत गाउँदै, भोट हाल्न जाने गर्छन्। यस्ता उमंग र खुसीका अनेक दृश्य चुनावमा देख्न पाइन्छ।"
17517,बैंकिङ कसूर मुद्दाका फरार प्रतिवादी टोखा नगरपालिका- बस्ने वर्षीय रामराज खड्कीलाई प्रहरीले पक्राउ गरेको छ ।
17532,कांग्रेसजन हो देउवा भन्दा खतरनाक चिज भनेको कांग्रेस को लागि आर्जु राणा हुन
17533,म त तेस्ता को बिरोधी हो।नगरपालिका वडा अध्यक्ष को लागि चालीस लाख पार्टी लाइ मागे हाम्रो वडामा एक करोड खर्च लाग्ने अनुमान छ अनि करोड आफ्नो सम्पत्ति खर्च गरेर कस्ले गर्छ फिरिको बिकाश?भोलि बजेटमा घोटाला नगरी आफ्नो खर्च उठ्छ त?भुत्रा को बिकाश हुन्छ त त्यहाँ
17540,"नेपाली कांग्रेसका सक्रिय कार्यकर्ता दाजु, पार्टीले वडाध्यक्ष धरी नपत्याएपछी लेख्नुन्च "
17541,पाँच दलीय गठबन्धनले आयोजना गरेको चुनावीसभालाई सम्बोधन गर्न प्रधानमन्त्री शेरबहादुर देउवा बुटवल आउन लागेका हुन् ।
17542,प्रतिनिधिहरुले गरेका वाचा पूूरा नगर्दा जनताले नयाँ एजेण्डा पत्याउनै छाडे – प्रत्यासी नेपाली -
17553,पहिला मेयर हुदा चाहिँ राम्रै लाग्थ्यो
17561,सुनको सिक्री चोरेको आरोपमा खेप्नु परेपछि भोट धनराजको कलमले तानेको हुनुपर्छ।
17572,विकट क्षेत्रमा हेलिकप्टरमार्फत निर्वाचन सामग्री
17573,यो चुनाव जे भो भो आगामी चुनाव मा राप्रपा बाट उम्मेदवारी दिइंचमलाई भोट दिनेले  गर्नुहोला
17576,"जनमत पार्टीले बिराटनगरमा दियो मेयर उम्मेद्वारी, जसपाबाट राजिनामा स्वतन्त     "
17577,"आयोगको चेतावनी- उम्मेदवारले पोष्टर, भित्ते लेखन गरे उम्मेदवारी रद्द "
17589,धाँधली भएको छ र एमालेले जितेको ठाउँमा पुनः निर्वाचन गर्नु पर्छ।।।
17597,गठबन्धनका उम्मेदवारलाई मत दिएर जिताऔं- देउवा
17605,करोड खर्च गरेर मत हाल्न सिकाउने निर्वाचन आयोगले एस्सो दुई चार हजार बजेट बढाएर नेताहरुलाइ मतपत्र पट्याउन पनि सिकाए हुने नि ।
17616,"धरानको मेयरमा जनाको उम्मेदवारी, को-को छन् उम्मेदवार ? (सूचीसहित)  "
17620,वर्षीय दलित युवाले जिते वडाध्यक्ष
17623,दलीय दबाब झेल्न नसकेका मुख्य निर्वाचन अधिकृतले स्वास्थ्यको कारण भन्दै दिए मतगणना पूरा नहुँदै राजीनामा
17630,को चुनावताका एमाले प्रवेश गरेका भुवन केसी को चुनावमा कांग्रेस प्रवेश !
17640,मानवअधिकार आयोगले भन्यो-“स्थानीय तहको निर्वाचन शान्तिपूर्ण हुन सकेन”
17641,डिग्रीको तापमानमा कमाएर पठाएको पैसामा पहिले एउटा राजा लाई दरबारमा पाल्नु पर्थ्यौ भन्ने जानकारले त्यत्ति बेला कति जना खाडी जाने गरेका थिए र तिम्रो भारत को आयातित प्रजातन्त्र र होली वाइनले ल्याएको गणतन्त्र आएपछी कति नेपाली खाडी मा धसिए त्यसको जानकारि लिएर बोले राम्रो हुन्थियो ।
17655,पोखरा वार्ड मा भोट हाल्नको लागि गठबन्धन ले तयार पारेको चिट रे मर्छु क्या म त हास्दा हास्दा
17663,कामपा प्रमुख पदका लागि र उपप्रमुखका लागि को उम्मेदवारी
17666,"भोट माग्छन्, दिने तरिका सिकाउँदैनन् नेता "
17668,राजाको छोरा नै राजा हुने तन्त्र राजतन्त्रप्रचण्डको छोरी नै मेयर हुनपर्ने तन्त्र गणतन्त्र
17670,आउनुस दाजु देउवाका गलत कदमको खुलेर प्रतिरोध गर्ने क्षमता बनाउँ ताकी काङ्ग्रेस देउवाको कोठरी होइन भन्ने आम काङ्ग्रेसजनमा बिश्वास दिलाउँ । बिद्रोह गर्दा एक चुनाव हारिएला तर काङ्ग्रेस शुद्धिकरण भएर आउनेछ ।
17672,नेपाली नागरिकतामा अंग्रेजी भाषामा समेत वि सं  मंसीर देखी वितरण गर्न थालियो !
17694,"‘निर्वाचन जित्नका लागि मात्रै बनेको गठबन्धन होइन, इटहरीलाई जिताउन हो’ : हेमकर्ण पौडेल "
17699,रुपन्देहीको देवदह नगरपालिकामा एमाले बिजयी -
17718,आफ्नै सूचनास्थानीय निर्वाचनका नियमित कुराकानी हुँदै आएकाले आइतबार गरिदै आएको विशेष छलफल कार्यक्रमलाई केही समयका लागि स्थगित गरिएको जानकारी गराइन्छ ।  -नेपाली पोष्ट परिवार
17723,बुढानिलकण्ठ मा एमाले विजयी ।
17724,"नेपाली सदाबाहार सुन्दरी हिरोनी करिस्मा जि पार्टी फेर्दै एमाले मा सुर्य कुमारी भएर गइन , भुबन केसि काङ्रेस मा गय खासै चर्चा भयन सन्दिप छेत्री जो लोकप्रीय कलाकार ले जे देखे त्यो बोल्दा हनुमान र कटप्पा ग्याङ लाई हजम नभएर सन्जाल मा रोइलो गर्दै छ्न {हत्ट्टेरिका माटोक्ने}"
17728,"राप्रपाको निती र अहिलेको नेतृत्व राजेन्द्र लिङदेनको देशप्रतिको भावी कार्य योजना सफल बनाउन अहिलेको स्थानीय चुनाव हाम्रो लागी बलियो जग हो,तसर्थ यो निती र नेतृत्वलाई मन पराएर स्थापित गर्न चाहने जो कोही अलमलमा नपरी,लोभलालचमा नफसी यसपालीको भोट राप्रपाको ""हलो""मा हाल्नुहुनेछ,शुभकामना! "
17736,निर्वाचन आचारसंहिता उल्लङ्घन गर्नेलाई कारबाही
17737,"आफुले रुचाएको दलले राष्ट्रघात गर्दा समेत थप्पडी मार्ने जनताले चुनावमा प्रिय नेताको हबिगत देखेका छन् । राजनीति बिग्रियो, कुटनीति बिथलियो भनेर गन्थन गर्ने जनताले बेथिति सहेर बस्नुभन्दा नेतागणका गलत कर्मको सशक्त विरोध स्वरुप हाम्रालाई होइन राम्रालाई भोट हाल्ने साहस गरौं"
17738,कांग्रेसका नेता रामचन्द्र पौडेलको गाउँ रहेको तनहुँको व्यास नगरपालिका बाहुनपोखरामा मेयरका स्वतन्त्र उम्मेदवार दीपकराज जोशीमाथि कुटपिट भएको छ। उनी कांग्रेस पूर्व–सहमहामन्त्री एवम् पूर्वगृहमन्त्री गोविन्दराज जोशीका छोरा हुन् ।
17741,परशुराम नगरपालिका को अध्यक्ष(प्रमुख) पदमा उत्कृष्ट मत प्राप्त गरी निर्वाचित हुनुभएका आदरणीय भरत बडायर जोशी दाइ लाई हार्दिक बधाई तथा कार्यकालको अबधिमा आफूले अठोट गरेको प्रतिबद्धता समान र इमान्दारिताका साथ पुरा गर्नु हुनेछ भन्ने आशा छ । -
17742,जति नै ठुला कुरा गर संसद विघटन गर्ने र विघटनको समयको नि लाज पचाएर भत्ता खाने एमाले भन्दा गठवन्धन लोकतान्त्रिक छ ।
17748,"निर्वाचन आचारसंहिता कार्यान्वयनमा कडाइ, सुरक्षा व्यवस्था मजबुद "
17749,"चुनावी नियमले बाध्य पारेपछि व्यक्तिगत बेरुजु धमाधम फर्स्योट, चार महानगर र पाँच उपमहानगरका जनप्रतिनिधिले मात्रै तिरे पाँच करोड- व्यक्तिगत बेरुजु फर्स्योट नगरेको पाइए उम्मेदवारी खारेज हुने भएपछि वर्ष पुरानो बेरुजु पनि फर्स्योट"
17753," पुरै प्यानल हो , मा वडाध्यक्ष मात्र ! मुर्कुटा बनाए भनेर बिलौना गर्दै थिए "
17754,“नेपाललाई हेर्ने भारतीय प्रशासनको दृष्टिकोणमा परिवर्तन ल्याई मोदीले नेपालप्रतिको आफ्नो दृष्टिकोण लुम्बिनीबाटै सार्वजनिक गर्नुपर्छ।’ दिल्लीमा पूर्व नेपाली राजदूत दीपकुमार उपाध्यायको यस कथनले धेरै कुरा समेट्छ। गोरखापत्रको आजको लेखमा ई पी जी समेतका अरू बॅुदा पनि छन्।
17755,यो प्रश्न अहिले का सत्ताधारी संग सोध्नु पर्ने होइन र ? ओली ले त भारत ले मिचेको चुच्चे भुमी नेपाल कै हो भन्ने कुराको जानकारी नक्सा प्रकाशित गरेर सबै नेपाली लाई जानकारी गराए ।चुच्चे भुमी हौवा मात्र हो भने तपाईले लेखेको ठिक छ ।
17756,हेटौँडा उपमहानगरपालिकामा नेकपा समाजवादीका मेयर उम्मेदवारी रोमनाथ भुर्तेल एमाले प्रवेश गरेका छन् ।
17762,"लोपोन्मुख जाति वडामै सीमितअघिल्लो निर्वाचनमा लोपोन्मुख जातिमध्ये केही वडाध्यक्ष र सदस्यमा निर्वाचित भएका थिए, यसपटक भने केही जातिको प्रतिनिधित्व शून्य हुने  "
17770,- चुनावमा आवश्यक सुरक्षा प्रवन्ध गर्न नसकिएको आयोगको ठहर ।- निर्वाचन सफलतापूर्वक सम्पन्न भएको प्रधानमन्त्री देउवाको भनाइ ।
17776,आज वटै स्थानीय तहको निर्वाचन
17777,"देश टाट पल्टेर जनता मर्नुपर्ने अवस्था आएपछि श्रीलङ्कामा प्रधानमन्त्रीको घर जनताले जलाइदिए,मन्त्रिहरु डराएर आफ्नै घरभित्र आत्महत्या गरे ।नेपालि राजनितिज्ञहरुलाइ चेतना भया !!! "
17781,"प्रधानमन्त्री केपि ओलि र नेकपा एमालेको   सरकारले ल्याएको गुठी विधेयक विरुद्ध काठमाडौवासी।संस्कार,संस्कृति,सभ्यता,परम्परा र पहिचान मास्ने एमाले लाई सुर्य चिन्हमा मतदान गर्नु अघि , पल्ट विचार गरौ।  "
17784,निर्वाचन आयोगले प्रचण्डलाई सोध्यो घण्टे स्पष्टीकरण
17793,निर्वाचन आयोगले जाबो एउटा म्यादी प्रहरी नियुक्त गर्न त छाती नाप्छ लोक सेवा आयोग ले परिक्षा लिन्छ भने के आधारमा एउटा र्यापर केटी अर्को केटी जिस्काउने अनि अर्की लोग्ने को स्वास्नी भएका आधारमा काठमान्डौं को मेयर जस्तो पद दिएको छ ।मेयर पद राजनैतिक पद मात्रै होइन प्रशासनिक योग्यता?
17794,देशमा चरम उपेक्षा र उत्पीडनमा कोहि छ भने दलित छन्। तिनको जीवनमा नया संविधान र कानून हैन को मुलुकी ऐन हावी छ। अझै कठोर राणा शासनमा छन् उनीहरू धेरै भूभागमा। र सबै दलहरूले पूरै भुलेको विषय पनि यहि हो। हाम्रो अलग्गै बिद्रोह माग गरेको छ नेपाली इतिहासले
17797," ल लगाएर राख! नेपाली बृहत् शब्दकोषमा भएका शब्दहरुको समिश्ररणले बयान गर्नेछ, '   "
17800,"ओली  र पौडेल अर्थमा हुँदा यसको खरिद प्रक्रिया शुरु भएको, तेयसपछि प्रचण्ड पिएम भए पछि नि यसलाई कन्टिन्यू गरियो। अनि देउवा हुँदा नि ओके नै भनियो। तर खरीद प्रक्रियाकै बिचमा मुल्य बढाउने तयारी प्रत्यक्ष डिलगर्ने एजेण्ट र भूमिगत बस्ने रुसी एजेण्टले गरेपछि यसमा केही ढिलाई भएको थियो।"
17803,भरतपुर महानगरपालिका मत गन्दामेयररेनु दाहाल (माओवादी) : बिजय सुवेदी (एमाले) : जगन्नाथ पौडेल (स्वतन्त्र) : उपमेयर चित्रसेन अधिकारी (कांग्रेस): हिमला गुरुङ (राप्रपा) :
17807,भोट बेचौ भोट। यसै पनि सित्तै को भोट भएर हेपेको हो नेतारु ले
17828,"घोषणापत्रमा एमालेलाई भएभरको गाली गरेको कांग्रेसले आफैं एमालेसँग तालमेल गर्न पुग्यो ।रोल्पाको माडी गाउँपालिकाको अध्यक्षमा एमालेका विजय घर्तीमगर र उपाध्यक्षमा कांग्रेसका कृष्ण विकको उम्मेदवारी दर्ता भयो । पालिकामा मात्रै होइन, कांग्रेस र एमालेले वडामा समेत तालमेल गरेका छन् ।"
17836,नेपालमा कम्युनिष्ट पार्टीका संख्या र कुकुरका छाउरा उस्तै उस्तै बग्रेल्ती ! जन्मिने धेरै जोगिने  बाँच्ने एका दुई भनेको जस्तै कम्युनिष्ट पार्टीका दल सयौं मा छन् तर अस्तित्व   वटाको मात्र छ ।
17840,स्थानीय निर्वाचन- को घोषणापत्र:  मा भएको स्थानीय चुनावको मतगणना सम्पन्न गरिनेछ ।
17856,"प्रमुख, उपप्रमुख, अध्यक्ष, उपाध्यक्ष, वडाध्यक्ष र सदस्य पदमा गरी मंगलबार सवा बजेसम्म लाख हजार जनाको उम्मेदवारी परेको हो । "
17859,पुनः मतगणनाको माग गर्दै नेपाली कांग्रेसका नेता कार्यकर्ताले पुर्ब पश्चिम् राजमार्गमा टायर बालेर सवारीसाधन ठप्प पारेकाछन ।
17861,शेखर र गगनले प्रचण्ड पुत्री रेनुका लागि भोट नमाग्ने 
17866,राष्ट्रपति ज्यु सरकार का सबै संयन्त्र चुनाव मा ब्यस्त भय।काठमाडौं को फोहोर उठ्ने ब्यबस्था मिलाउन सहयोग गरिदिनु पर्यो। काठमाडौं फोहोर चुनाव अघि नउठ्ने हो?
17889,नेपाली कांग्रेसका वरिष्ठ नेता रामचन्द्र पौडेलले प्रमुख प्रतिपक्षी एमालेले विकासका योजनाहरु अलपत्र पारेको आरोप लगाएका छन् ।
17892,"नेपालीमा एउटा उखानै छ,‘ एउटा माघले जाडो जाँदैन’, पहिलो प्रयासमा असफल हुँदा धेरै मानिसहरु हरेस खान्छन् र क्रियाशील हुन छोड्छन् । राजनीतिमा त पराजित भएपछिको अवस्थामा झनै निस्कृय भएको धेरै उदाहरण छन् तर म्याग्दीको बेनी नगरपालिका– की वर्षीया ज्योती… "
17894,पछिको काङ्ग्रेसको सभापति।।।ताली
17902,"संसदीय चुनाव अझ बाकी छ के, अहिले नै सब बिलौना गरेर नसक्नुस "
17911,रोल्पाको गंगादेव गाउँपालिकामा काङ्ग्रेसको अग्रता अध्यक्षहरिबहादुर पुन (काङ्ग्रेस): रोशनकुमार वली(एमाले): वीर बहादुर खत्री (माओवादी केन्द्र):
17913," अब दिन बाँकी।निर्वाचन आचारसंहिता ,दफा (ड) बमोजिम कुनै सूचना वा सामाग्रीलाई निर्वाचनमा प्रभाव पार्ने उद्देश्यले तोडमोड गरी गराई सामाजिक संजालमा शेयर,लाइक वा कमेन्ट गर्न वा गराउन नहुने।   "
17916,पहिलो संविधानसभाको निर्वाचन () मा अर्ब करोड खर्च भएको र दोस्रो () मा अर्ब करोड पुगेको देखिन्छ ।
17919,राजनीतिक विश्लेषक रोशन जनकपुरी यसपटकको निर्वाचनमा जनकपुरधाममा कुन दल वा स्वतन्त्र उम्मेदवारको स्थिति राम्रो छ भन्न नसकिने बताउँछन्।
17921,"यसमा निर्वाचन आयोग, नेपाल प्रहरी, सशस्त्र प्रहरी, राष्ट्रिय अनुसन्धान विभाग र नेपाली सेनाको हुने खर्च जोड्दा निकै ठूलो रकम खर्च हुने देखिन्छ ।  "
17929,भरतपुर महानगरपालिका– मा मत विजय सुवेदी (सूर्य) : रेनु दाहाल (गोलाकारभित्र हसिया हथौडा) :स्वतन्त्र जगन्नाथ पौडेल (भुईकटहर) : उपमेयरचित्रसेन अधिकारी (काङ्ग्रेस) :हिमला गुरुङ्ग (राप्रपा):वार्ड अध्यक्ष शुक्र श्रेष्ठ (एमाले):केशब महर्जन (रुख):
17930,यसपालिको दलिय गठबन्धनको चुनाव चिन्ह
17932,प्रचण्डको निर्वाचन क्षेत्रमा एमालेले जित्याे मेयर :एमाले उम्मेदवार ताराकुमारी काजी महतोले गठबन्धनका उम्मेदवार ऋषि काफ्लेलाई हजार मतको फराकिलो अन्तरले पराजित गरेकी हुन् । महतोले हजार मत ल्याउँदा काफ्लेले हजार मत ल्याए ।
17937,कतिपय चर्चित अवकाश प्राप्त देखि मिडियाकर्मिहरुको चाल देख्दा सञ्जाल मार्फत आवश्यकता भन्दा अत्यधिक बढाइँचढाइ गराएर पक्षबिच सत्तोसराप गालीगलोचमा उतार्ने अनि तेस्रो पक्षले चड्काउन बेर छैनअहिलेको समयमा धेरै नभए पनि % भोटरले सामाजिक सञ्जाल चलाउछन होला (काठमाडौं मेयर)
17943,"ओली गणतन्त्रको खिलापमा छन्, गठबन्धनले जित्न आवश्यक छ : देउवा "
17947,"राप्रपाकाे राजधानी झापाकाे कचनकवलमा राप्रपा बिरूद्द कांग्रेस,एमाले र माओवादी मिलेर ठगबन्धन गर्ने भएछन्, याे ठगबन्धनले कचनकवलमा गणतन्त्रकाे रक्षा गर्न सक्ला त? "
17949,"कोमल वली ले समेत राजनैतिक आदर्श, नैतिकता, इमानदारिता बारे गफ दिन सुरु गरेछिन भनेसी आफै बुझ्नुस हाम्रो राजनीति कति विकृत भैसक्यो"
17955,"विचार–नयाँ अवतार लिएको हो भने सीमा विवाद, भैरहवा विमानस्थलका लागि बाटो, नेपाली उत्पादनको क्वारेन्टिनको समस्या, सीमा नाकामा नेपालीले पाएको समस्या आदि समाधान गरिदिनुपर्यो भनेर सम्झाइराख्नु त पर्दैन नि ?  "
17957,श्रीलङ्काका प्रधानमन्त्री राजापाक्षले राजीनामा दिदै
17959,"प्रहरी महानिरीक्षकमा धीरजप्रताप सिंह नियुक्त, प्रहरीभित्रको सुनियोजित एमाले राजनीतिकरणको देउवा सरकारद्धारा अन्त्य "
